,Name,Original Price,Discounted Price,Ratings,Star Ratings,Discount %
4656,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
4657,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
4658,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
4659,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
4660,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
4661,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
4662,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
4663,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
4664,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
4665,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
4666,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
4667,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
4668,M.A.C Lipstick / Mini,1100,1100,19564,3,0
4669,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
4670,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
4671,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
4672,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
4673,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
4674,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
4675,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
4676,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
4677,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
4678,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
4679,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
4680,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
4681,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
4682,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
4683,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
4684,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
4685,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
4686,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
4687,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
4688,M.A.C Lipstick / Mini,1100,1100,19564,3,0
4689,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
4690,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
4691,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
4692,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
4693,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
4694,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
4695,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
4696,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
4697,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
4698,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
4699,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
4700,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
4701,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
4702,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
4703,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
4704,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
4705,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
4706,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
4707,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
4708,M.A.C Lipstick / Mini,1100,1100,19564,3,0
4709,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
4710,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
4711,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
4712,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
4713,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
4714,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
4715,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
4716,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
4717,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
4718,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
4719,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
4720,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
4721,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
4722,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
4723,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
4724,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
4725,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
4726,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
4727,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
4728,M.A.C Lipstick / Mini,1100,1100,19564,3,0
4729,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
4730,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
4731,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
4732,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
4733,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
4734,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
4735,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
4736,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
4737,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
4738,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
4739,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
4740,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
4741,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
4742,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
4743,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
4744,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
4745,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
4746,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
4747,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
4748,M.A.C Lipstick / Mini,1100,1100,19564,3,0
4749,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
4750,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
4751,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
4752,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
4753,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
4754,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
4755,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
4756,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
4757,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
4758,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
4759,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
4760,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
4761,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
4762,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
4763,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
4764,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
4765,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
4766,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
4767,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
4768,M.A.C Lipstick / Mini,1100,1100,19564,3,0
4769,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
4770,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
4771,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
4772,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
4773,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
4774,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
4775,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
4776,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
4777,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
4778,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
4779,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
4780,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
4781,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
4782,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
4783,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
4784,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
4785,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
4786,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
4787,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
4788,M.A.C Lipstick / Mini,1100,1100,19564,3,0
4789,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
4790,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
4791,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
4792,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
4793,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
4794,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
4795,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
4796,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
4797,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
4798,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
4799,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
4800,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
4801,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
4802,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
4803,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
4804,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
4805,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
4806,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
4807,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
4808,M.A.C Lipstick / Mini,1100,1100,19564,3,0
4809,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
4810,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
4811,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
4812,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
4813,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
4814,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
4815,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
4816,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
4817,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
4818,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
4819,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
4820,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
4821,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
4822,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
4823,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
4824,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
4825,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
4826,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
4827,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
4828,M.A.C Lipstick / Mini,1100,1100,19564,3,0
4829,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
4830,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
4831,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
4832,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
4833,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
4834,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
4835,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
4836,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
4837,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
4838,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
4839,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
4840,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
4841,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
4842,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
4843,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
4844,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
4845,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
4846,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
4847,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
4848,M.A.C Lipstick / Mini,1100,1100,19564,3,0
4849,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
4850,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
4851,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
4852,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
4853,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
4854,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
4855,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
4856,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
4857,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
4858,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
4859,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
4860,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
4861,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
4862,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
4863,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
4864,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
4865,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
4866,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
4867,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
4868,M.A.C Lipstick / Mini,1100,1100,19564,3,0
4869,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
4870,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
4871,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
4872,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
4873,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
4874,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
4875,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
4876,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
4877,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
4878,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
4879,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
4880,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
4881,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
4882,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
4883,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
4884,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
4885,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
4886,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
4887,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
4888,M.A.C Lipstick / Mini,1100,1100,19564,3,0
4889,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
4890,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
4891,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
4892,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
4893,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
4894,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
4895,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
4896,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
4897,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
4898,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
4899,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
4900,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
4901,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
4902,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
4903,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
4904,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
4905,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
4906,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
4907,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
4908,M.A.C Lipstick / Mini,1100,1100,19564,3,0
4909,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
4910,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
4911,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
4912,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
4913,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
4914,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
4915,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
4916,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
4917,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
4918,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
4919,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
4920,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
4921,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
4922,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
4923,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
4924,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
4925,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
4926,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
4927,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
4928,M.A.C Lipstick / Mini,1100,1100,19564,3,0
4929,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
4930,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
4931,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
4932,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
4933,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
4934,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
4935,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
4936,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
4937,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
4938,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
4939,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
4940,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
4941,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
4942,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
4943,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
4944,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
4945,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
4946,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
4947,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
